0,-0.017302,-0.038927,-0.050639,0.025264,-0.00041859,0.02151,0.017678,-0.0043413,-0.042447,-0.014137,-0.011102,0.0083642,-0.036669,0.0073107,-0.010307,0.013158,0.01469,0.010074,0.019623,-0.0024695,-0.0033411,-0.022564,0.0072159,-0.0075744,-0.0030353,-0.016277,-0.020393,0.025017,0.016701,0.040619,0.017085,0.0061584,-0.019038,-0.021094,0.026814,0.022049,-0.0035793,-0.021083,-0.034825,-0.0018977,0.018033,-0.036793,-0.00083126,0.023916,0.0059393,-0.0054666,-0.0054338,-0.029376,-0.020635,-0.02419,0.0014896,0.016382,-0.021961,0.0047579,-0.0062963,-0.047218,-0.012432,-0.014107,0.00020223,0.014178,0.046776,0.013908,-0.0035386,0.037081,0.036076,0.029596,-0.012589,0.026241,-0.028603,-0.0073646,0.011443,-0.0064277,-0.031464,0.0027348,0.019348,0.0092499,-0.019417,-0.017685,0.010256,0.017704,0.0032485,0.03862,0.021124,-0.0077811,0.0018473,0.010346,-0.00083225,0.02589,0.024502,0.034571,-0.030006,-0.024091,0.0038097,-0.0044504,0.0088076,0.042689,-0.0019263,-0.026981,-0.0021052
0.017302,0,-0.0013846,-0.023468,-0.0092874,0.043803,0.00035237,0.017488,-0.0053838,-0.013071,-0.039276,0.018447,0.016902,0.03755,-0.011739,0.012372,0.0032551,0.0091523,-0.018319,0.0027265,-0.0025478,-0.031754,0.0075656,-0.019975,-0.021865,0.0019838,-0.018246,-0.0058236,-0.02944,0.013001,0.024802,0.00059116,-0.041963,-0.03277,0.010758,-0.011041,-0.024836,-0.010377,8.2846e-05,0.013148,0.033708,0.043991,-0.012842,0.025464,-0.014904,-0.015453,-0.0010109,0.02558,0.013981,0.018209,0.0073627,0.039204,0.019336,0.0079745,-0.010282,-0.0041158,0.010464,0.012842,0.041609,0.021576,-0.0027798,-0.010904,-0.040565,-0.013994,-0.024362,0.073195,0.0031407,0.013962,-0.01258,-0.024861,-0.027419,-0.02228,-0.022263,0.011314,0.0070674,-0.01304,-0.00061238,-0.021317,0.0091948,-0.036556,-0.0022204,0.0045362,0.021192,0.05359,-0.041069,0.011302,-0.035573,-0.0052591,-0.0051302,0.013481,-0.03844,0.027045,0.0065439,-0.013699,0.022381,0.012286,-0.012212,0.0044722,-0.024285,0.0082448
0.038927,0.0013846,0,0.031485,-0.025742,0.017185,-0.035094,-0.012588,0.012864,-0.0073521,-0.0066345,-0.009425,0.007946,0.037046,0.00123,0.010085,-0.030476,-0.0073269,0.045417,0.017924,-0.023226,-0.0046026,-0.01614,-0.0044535,-0.0034957,-0.01976,0.022782,0.011995,-0.00093918,-0.01912,0.0026428,0.014517,0.050504,0.0072181,0.0069974,0.00093658,-0.0090062,0.006501,0.012952,0.0020627,0.038125,0.01036,0.032081,0.017374,0.023775,-0.0026704,-0.0049492,0.0035053,-0.024685,-0.040888,-0.032682,-0.018732,-0.026115,0.027705,0.018643,0.013708,-0.010326,0.010203,0.02597,-0.024453,-0.036367,0.03675,0.021306,-0.036957,-0.022375,0.014935,-0.021144,-0.0033599,0.0042112,-0.000303,-0.00020173,-0.027317,-0.034235,0.0081311,-0.01187,-0.021513,-0.031368,-0.039304,-0.024666,-0.026366,-0.02419,0.013726,0.012524,0.00058627,-0.0035426,0.010318,0.0075004,-0.035471,0.031034,0.044999,0.037423,-0.00020865,-0.024092,-0.032341,0.030581,0.0023589,0.010494,0.0030961,0.0043326,-0.00091445
0.050639,0.023468,-0.031485,0,0.015314,0.016517,-0.018585,0.016447,0.023545,-0.015202,0.0045487,-0.023233,0.014757,-0.011925,-0.023528,0.0037308,-0.019238,0.023909,0.016617,-0.00082915,-0.015954,-0.013718,-0.0091017,0.028348,0.00077483,-0.014397,-0.026559,0.040358,-0.013152,0.026973,0.0093927,-0.018474,-0.0016031,-0.0072671,-0.0048356,0.013117,0.0089444,-0.0045929,-0.040357,0.0083162,-0.0035414,-0.012733,0.024391,-0.01704,0.036484,0.0009657,0.019613,0.042023,0.049507,-0.014032,-0.0071381,-0.013401,0.025223,0.0042706,-0.0085141,-0.0011581,-0.010831,-0.0064053,0.015121,-0.032399,0.0067161,0.0082595,0.018971,-0.032472,0.01227,0.019765,-0.030105,-0.023259,0.0015898,-0.019735,-0.0016257,-0.031949,-0.017414,-0.011089,-0.0035639,0.061334,0.03061,-0.0024983,0.0062694,0.030509,-0.011344,-0.0010223,0.010136,-0.026535,0.0076692,0.007688,-0.019874,-0.037844,-0.010976,-0.010234,-0.010141,0.020167,-0.04076,-0.054864,0.047592,0.014022,-0.0046265,-0.0074041,-0.0020358,-0.008745
-0.025264,0.0092874,0.025742,-0.015314,0,0.0099603,-0.0018742,0.0056392,0.019464,-0.028883,-0.021231,-0.01352,0.0098617,-0.0039042,0.0030112,-0.0090865,-0.012242,0.041758,0.047841,-0.014335,-0.0080404,-0.029717,0.018166,-0.016648,-0.032574,-0.035504,-0.015419,0.010313,-0.053512,0.023292,0.014243,0.021398,-0.02811,-0.0024707,-0.017452,0.057823,0.045062,-0.036633,0.011621,0.018527,-0.013637,0.017416,0.006304,0.017237,-0.023373,-0.03272,0.031256,0.0037807,-0.0074585,0.0057072,0.008343,0.021649,0.010159,0.0046391,0.0025062,-0.022332,-0.017528,0.015563,0.022395,0.039494,0.034256,0.0017803,-0.011976,-0.021607,0.033692,-0.0054841,-0.013321,0.017587,0.016528,-0.0036456,-0.0011728,-0.011147,0.024198,-0.010181,-0.003274,0.010415,-0.0042927,-0.026082,-0.0022566,-0.0025581,0.021642,0.015333,-0.01308,-0.02663,-0.00090223,0.016817,-0.0041074,0.011176,-0.017681,-0.022719,-0.001161,-0.021334,0.019459,0.010104,-0.056311,-0.012545,0.012363,-0.017695,-0.013171,0.01522
0.00041859,-0.043803,-0.017185,-0.016517,-0.0099603,0,0.048347,0.0049997,-0.022673,-0.025978,0.0057281,0.016372,-0.0175,-0.00051163,-0.0099154,-0.022882,-0.017503,0.020322,0.0080806,0.0010502,0.0019301,-0.0034533,-0.00026464,0.0020573,-0.023479,-0.0010136,0.035833,-0.031586,-0.02912,-0.012633,-0.01518,0.019795,0.0034962,0.02201,-0.022315,-0.030196,-0.016827,-0.034183,-0.0013465,-0.0018003,-0.014138,0.023343,-0.014931,0.00076628,0.0027555,0.027787,-0.0022453,0.0040739,0.015311,-0.005699,0.011639,-0.0043735,0.01529,-0.0099255,0.034401,-0.0040251,-0.038567,-0.054366,-0.047993,0.010763,-0.0090673,-0.0031231,0.028272,0.013199,-0.0043195,0.019578,0.0073545,0.0032371,0.020453,0.017346,0.018325,0.022865,-0.0042357,0.03201,-0.015918,0.022312,0.013647,-0.021114,0.020784,0.0054057,0.021835,-0.013918,0.011896,-0.015408,0.015239,-0.0062355,-0.016015,-0.0101,0.02569,0.0083492,-0.013458,0.0065815,0.00092423,0.021645,0.011705,0.0042398,0.020469,0.0048555,-0.0076959,0.030461
-0.02151,-0.00035237,0.035094,0.018585,0.0018742,-0.048347,0,-0.0011914,-0.012404,-0.053774,-0.02188,0.033348,0.022436,-0.019521,-0.0019367,-0.0024945,-0.026113,0.0090375,-0.025386,-0.02174,0.0042587,0.033048,0.024735,-0.019521,-0.01707,-0.0012056,0.019173,0.0025029,0.0043723,-0.044868,-0.0095596,-0.029293,-0.02413,-0.005589,-0.010085,-0.00074647,-0.0064393,0.010362,0.035057,0.044227,0.017977,-0.051507,3.2379e-05,-0.0027502,0.003104,0.045456,-0.0028616,-0.0044414,0.0058523,0.010377,0.0068326,0.061736,0.0016562,0.01036,-0.019326,-0.0072388,0.06143,0.011344,-0.0041971,-0.037196,-0.01292,0.041433,-0.0077857,0.0028431,0.025402,-0.009279,-0.0010916,0.026753,0.0014697,0.0084746,-0.01211,-0.011526,-0.015241,0.030772,-0.01021,-0.013526,0.011848,0.040829,0.00040994,0.01901,-0.049017,-0.003383,-0.013374,-0.024434,0.0066981,-0.0084668,0.013101,-0.0022821,0.019116,-0.014673,8.5504e-05,-0.040651,-0.015707,-0.0030788,0.00030767,0.0033611,-0.0051683,0.0281,-0.014836,0.027167
-0.017678,-0.017488,0.012588,-0.016447,-0.0056392,-0.0049997,0.0011914,0,-0.040205,-0.015844,0.010473,0.014315,-0.018455,-0.0014174,-0.015327,0.0095594,-0.016794,0.013345,0.032041,0.0034405,-0.005923,0.026647,0.00052971,-0.0266,-0.0047816,-0.0076738,-0.0075384,-0.036914,0.0090883,0.021475,-0.019971,0.013908,0.0066681,0.017258,0.040197,0.064248,-0.034829,0.019522,0.010513,-0.017876,0.003346,-0.025935,0.011489,0.022928,-0.031708,-0.0016355,-0.037871,-0.01316,-0.0036865,-0.0041571,0.015182,0.014744,-0.010082,-0.0065386,-0.016269,0.041162,-0.01584,0.002333,0.013647,0.016303,-0.0034433,0.0038113,0.040934,0.0062099,-0.049033,-0.02697,0.016864,-0.0091783,-0.0042208,0.014873,0.022447,-0.0064656,0.01765,-0.012337,0.041245,-0.0087457,0.024364,-0.018813,0.00072281,-0.011565,-0.01158,-0.013788,-0.0081189,0.040836,0.056691,0.0078593,-0.013992,-0.013462,0.037498,0.010267,0.015945,-0.018267,-0.032697,-0.0060746,0.0096892,-0.0037818,-0.030856,0.030048,-0.052541,-0.015779
0.0043413,0.0053838,-0.012864,-0.023545,-0.019464,0.022673,0.012404,0.040205,0,0.011738,0.016956,-0.022916,-0.016883,0.0088537,-0.023331,0.010055,0.0092375,-0.010235,0.014278,0.011959,0.0029441,0.037828,0.047322,-0.0091106,-0.024997,-0.00084074,-0.018519,-0.00056,0.0082786,0.021149,-0.037402,0.021518,-0.049448,-0.012065,-0.015885,0.032496,0.019001,0.0090206,0.01229,0.011274,-0.040014,-0.028019,-0.01012,-0.020057,-0.0038634,-0.02746,-0.012733,-0.016135,-0.0021819,-0.01369,0.04063,0.025725,-0.031029,0.028096,-0.027052,-0.01689,0.0029188,-0.018242,-0.027024,-0.036235,-0.025082,0.050735,0.0028701,-0.006033,-0.018283,-0.030086,0.02689,-0.021852,-0.0021009,0.0063762,0.041238,0.011443,-0.0083289,0.010047,0.0039476,0.022121,-0.020292,-0.011029,0.051592,0.02363,-0.026657,0.016982,-0.035355,-0.0013942,0.019669,-0.0070081,0.0016815,-0.0017793,-0.032458,0.003331,0.011446,0.0043973,0.026529,0.0046344,0.045884,-0.01538,0.016512,0.0040266,0.015088,-0.012787
0.042447,0.013071,0.0073521,0.015202,0.028883,0.025978,0.053774,0.015844,-0.011738,0,-0.020379,-0.01312,0.016275,0.030347,0.0099831,0.024301,0.0085227,0.02636,-0.011629,-0.023901,0.013748,0.027413,-0.025235,0.021098,-0.013121,-0.0038519,0.028235,-0.0071035,0.016161,-0.0074236,-0.04062,0.04582,-0.00051987,-0.012087,-0.024343,-0.010929,0.029386,-0.022018,0.012199,-0.010712,0.01277,-0.022259,-0.010718,0.0028522,0.0041949,0.0050109,-0.012918,6.2991e-06,0.00053403,-0.0076907,-0.039732,-0.008458,0.0001611,-0.019967,0.030253,0.013217,0.023979,0.020248,-0.019757,-0.00045398,0.0020922,0.005929,-0.017447,0.0085666,0.0062894,-0.0014634,-0.01117,-0.0025377,0.019581,-0.012819,0.0096625,0.011217,-0.0083665,-0.02232,-0.020368,-0.03935,0.029869,-0.0032332,-0.0092988,0.012465,-0.0092819,0.014894,-0.045782,0.01818,0.0162,-0.01382,-0.0070236,-0.03641,-0.0090445,-0.013323,-0.023491,0.0049031,-0.010223,0.01624,-0.0060882,-0.030776,-0.036519,-0.020973,1.6472e-05,0.013867
